Wisconsin, 2010, 41, 5328
Wyoming, 2010, 41, 4766
New York City, 2010, 41, 89710
Alabama, 2010, 42, 11945
Alaska, 2010, 42, 1877
Arizona, 2010, 42, 25174
Arkansas, 2010, 42, 3306
California, 2010, 42, 34170
Colorado, 2010, 42, 18905
Connecticut, 2010, 42, 4009
Delaware, 2010, 42, 4154
District of Columbia, 2010, 42, 3070
Georgia, 2010, 42, 39404
Hawaii, 2010, 42, 1854
Idaho, 2010, 42, 4545
Illinois, 2010, 42, 41122
Indiana, 2010, 42, 13006
Iowa, 2010, 42, 2457
Kansas, 2010, 42, 8963
Kentucky, 2010, 42, 16010
Louisiana, 2010, 42, 16545
Maine, 2010, 42, 6402
Maryland, 2010, 42, 11895
Massachusetts, 2010, 42, 28061
Michigan, 2010, 42, 15451
Minnesota, 2010, 42, 6332
Mississippi, 2010, 42, 17911
Missouri, 2010, 42, 9496
Montana, 2010, 42, 2690
Nebraska, 2010, 42, 2839
Nevada, 2010, 42, 11335
New Hampshire, 2010, 42, 5790
New Jersey, 2010, 42, 8496
New Mexico, 2010, 42, 7523
New York, 2010, 42, 14636
North Carolina, 2010, 42, 25377
North Dakota, 2010, 42, 5639
Ohio, 2010, 42, 16044
Oklahoma, 2010, 42, 3381
Oregon, 2010, 42, 7425
Pennsylvania, 2010, 42, 18273
Rhode Island, 2010, 42, 6890
South Carolina, 2010, 42, 7190
South Dakota, 2010, 42, 5436
Tennessee, 2010, 42, 12211
Texas, 2010, 42, 51887
Utah, 2010, 42, 8171
Vermont, 2010, 42, 3036
Virginia, 2010, 42, 61855
Washington, 2010, 42, 3096
West Virginia, 2010, 42, 8777
Wisconsin, 2010, 42, 5807
Wyoming, 2010, 42, 5206
New York City, 2010, 42, 90998
Alabama, 2010, 43, 12036
Alaska, 2010, 43, 1860
Arizona, 2010, 43, 26215
Arkansas, 2010, 43, 2901
California, 2010, 43, 34733
Colorado, 2010, 43, 19238
Connecticut, 2010, 43, 4797
Delaware, 2010, 43, 4126
District of Columbia, 2010, 43, 3241
Georgia, 2010, 43, 36901
Hawaii, 2010, 43, 1715
Idaho, 2010, 43, 4531
Illinois, 2010, 43, 42741
Indiana, 2010, 43, 13079
Iowa, 2010, 43, 4912
Kansas, 2010, 43, 9850
Kentucky, 2010, 43, 17987
Louisiana, 2010, 43, 16904
Maine, 2010, 43, 6501
Maryland, 2010, 43, 11517
Massachusetts, 2010, 43, 29092
Michigan, 2010, 43, 16496
Minnesota, 2010, 43, 6586
Mississippi, 2010, 43, 17090
Missouri, 2010, 43, 9482
Montana, 2010, 43, 2748
Nebraska, 2010, 43, 2916
Nevada, 2010, 43, 11238
New Hampshire, 2010, 43, 5593
New Jersey, 2010, 43, 7734
New Mexico, 2010, 43, 8068
New York, 2010, 43, 14764
North Carolina, 2010, 43, 26606
North Dakota, 2010, 43, 5306
Ohio, 2010, 43, 17298
Oklahoma, 2010, 43, 2873
Oregon, 2010, 43, 6917
Pennsylvania, 2010, 43, 18442
Rhode Island, 2010, 43, 6818
South Carolina, 2010, 43, 7410
South Dakota, 2010, 43, 5491
Tennessee, 2010, 43, 12698
Texas, 2010, 43, 50622
Utah, 2010, 43, 6085
Vermont, 2010, 43, 3255
Virginia, 2010, 43, 60125
Washington, 2010, 43, 3141
West Virginia, 2010, 43, 9549
Wisconsin, 2010, 43, 5245
Wyoming, 2010, 43, 4487
New York City, 2010, 43, 92678
Alabama, 2010, 44, 12069
Alaska, 2010, 44, 1901
Arizona, 2010, 44, 26313
Arkansas, 2010, 44, 5228
California, 2010, 44, 35153
Colorado, 2010, 44, 19862
Connecticut, 2010, 44, 4789
Delaware, 2010, 44, 4048
District of Columbia, 2010, 44, 3176
Georgia, 2010, 44, 38891
Hawaii, 2010, 44, 1522
Idaho, 2010, 44, 4816
Illinois, 2010, 44, 41966
Indiana, 2010, 44, 12704
Iowa, 2010, 44, 5017
Kansas, 2010, 44, 10181
Kentucky, 2010, 44, 13118
Louisiana, 2010, 44, 17513
Maine, 2010, 44, 5100
Maryland, 2010, 44, 10111
Massachusetts, 2010, 44, 27695
Michigan, 2010, 44, 15983
Minnesota, 2010, 44, 6205
Mississippi, 2010, 44, 16390
Missouri, 2010, 44, 8564
Montana, 2010, 44, 2468
Nebraska, 2010, 44, 2920
Nevada, 2010, 44, 11541
New Hampshire, 2010, 44, 5775
New Jersey, 2010, 44, 6179
New Mexico, 2010, 44, 6345
New York, 2010, 44, 15170
North Carolina, 2010, 44, 26003
North Dakota, 2010, 44, 5324
Ohio, 2010, 44, 17913
Oklahoma, 2010, 44, 3009
Oregon, 2010, 44, 7452
Pennsylvania, 2010, 44, 18256
Rhode Island, 2010, 44, 6412
South Carolina, 2010, 44, 7186
South Dakota, 2010, 44, 5514
Tennessee, 2010, 44, 12119
Texas, 2010, 44, 51527
Utah, 2010, 44, 8284
Vermont, 2010, 44, 2714
Virginia, 2010, 44, 57607
Washington, 2010, 44, 3052
West Virginia, 2010, 44, 10653
Wisconsin, 2010, 44, 5472
Wyoming, 2010, 44, 4412
New York City, 2010, 44, 87454
Alabama, 2010, 45, 12102
Alaska, 2010, 45, 1996
Arizona, 2010, 45, 25282
Arkansas, 2010, 45, 4844
California, 2010, 45, 32998
Colorado, 2010, 45, 19332
Connecticut, 2010, 45, 4381
Delaware, 2010, 45, 3146
District of Columbia, 2010, 45, 2962
Georgia, 2010, 45, 40726
Hawaii, 2010, 45, 1618
Idaho, 2010, 45, 4149
Illinois, 2010, 45, 41894
Indiana, 2010, 45, 12898
Iowa, 2010, 45, 5016
Kansas, 2010, 45, 10207
Kentucky, 2010, 45, 15247
Louisiana, 2010, 45, 22198
Maine, 2010, 45, 6169
Maryland, 2010, 45, 9004
Massachusetts, 2010, 45, 25514
Michigan, 2010, 45, 17232
Minnesota, 2010, 45, 5487
Mississippi, 2010, 45, 16510
Missouri, 2010, 45, 8662
Montana, 2010, 45, 2460
Nebraska, 2010, 45, 3546
Nevada, 2010, 45, 9314
New Hampshire, 2010, 45, 5256
New Jersey, 2010, 45, 7671
New Mexico, 2010, 45, 7823
New York, 2010, 45, 15453
North Carolina, 2010, 45, 24116
North Dakota, 2010, 45, 5672
Ohio, 2010, 45, 16602
Oklahoma, 2010, 45, 2952
Oregon, 2010, 45, 6965
Pennsylvania, 2010, 45, 17799
Rhode Island, 2010, 45, 6284
South Carolina, 2010, 45, 6261
South Dakota, 2010, 45, 5246
Tennessee, 2010, 45, 12801
Texas, 2010, 45, 52030
Utah, 2010, 45, 6025
Vermont, 2010, 45, 2928
Virginia, 2010, 45, 62905
Washington, 2010, 45, 3748
West Virginia, 2010, 45, 9716
Wisconsin, 2010, 45, 5320
Wyoming, 2010, 45, 4964
New York City, 2010, 45, 89571
Alabama, 2010, 46, 12286
Alaska, 2010, 46, 1870
Arizona, 2010, 46, 25897
Arkansas, 2010, 46, 4760
California, 2010, 46, 36175
Colorado, 2010, 46, 19683
Connecticut, 2010, 46, 3555
Delaware, 2010, 46, 3070
District of Columbia, 2010, 46, 3282
Georgia, 2010, 46, 42545
Hawaii, 2010, 46, 1753
Idaho, 2010, 46, 5003
Illinois, 2010, 46, 40492
Indiana, 2010, 46, 12670
Iowa, 2010, 46, 4337
Kansas, 2010, 46, 10574
Kentucky, 2010, 46, 16839
Louisiana, 2010, 46, 19147
Maine, 2010, 46, 6342
Maryland, 2010, 46, 10399
Massachusetts, 2010, 46, 29372
Michigan, 2010, 46, 16629
Minnesota, 2010, 46, 6261
Mississippi, 2010, 46, 17108
Missouri, 2010, 46, 8391
Montana, 2010, 46, 2729
Nebraska, 2010, 46, 3508
Nevada, 2010, 46, 11167
New Hampshire, 2010, 46, 5729
New Jersey, 2010, 46, 7393
New Mexico, 2010, 46, 7921
New York, 2010, 46, 15692
North Carolina, 2010, 46, 25177
North Dakota, 2010, 46, 4657
Ohio, 2010, 46, 17817
Oklahoma, 2010, 46, 3074
Oregon, 2010, 46, 6688
Pennsylvania, 2010, 46, 17964
Rhode Island, 2010, 46, 6942
South Carolina, 2010, 46, 7238
South Dakota, 2010, 46, 5892
Tennessee, 2010, 46, 12712
Texas, 2010, 46, 49906
Utah, 2010, 46, 5838
Vermont, 2010, 46, 2960
Virginia, 2010, 46, 58600
Washington, 2010, 46, 3305
West Virginia, 2010, 46, 11211
Wisconsin, 2010, 46, 5249
Wyoming, 2010, 46, 4834
New York City, 2010, 46, 93936
Alabama, 2010, 47, 8418
Alaska, 2010, 47, 1533
Arizona, 2010, 47, 22138
Arkansas, 2010, 47, 2616
California, 2010, 47, 23060
Colorado, 2010, 47, 14316
Connecticut, 2010, 47, 1535
Delaware, 2010, 47, 2384
District of Columbia, 2010, 47, 1799
Georgia, 2010, 47, 32966
Hawaii, 2010, 47, 8131
Idaho, 2010, 47, 3226
Illinois, 2010, 47, 34238
Indiana, 2010, 47, 9056
Iowa, 2010, 47, 1499
Kansas, 2010, 47, 6850
Kentucky, 2010, 47, 11675
Louisiana, 2010, 47, 14793
Maine, 2010, 47, 4372
Maryland, 2010, 47, 6360
Massachusetts, 2010, 47, 20666
Michigan, 2010, 47, 10758
Minnesota, 2010, 47, 4269
Mississippi, 2010, 47, 16246
Missouri, 2010, 47, 5516
Montana, 2010, 47, 1862
Nebraska, 2010, 47, 2440
Nevada, 2010, 47, 9639
New Hampshire, 2010, 47, 3899
New Jersey, 2010, 47, 5915
New Mexico, 2010, 47, 6514
New York, 2010, 47, 10561
North Carolina, 2010, 47, 16140
North Dakota, 2010, 47, 4572
Ohio, 2010, 47, 10561
Oklahoma, 2010, 47, 2413
Oregon, 2010, 47, 2350
Pennsylvania, 2010, 47, 12991
Rhode Island, 2010, 47, 4572
South Carolina, 2010, 47, 4483
South Dakota, 2010, 47, 4148
Tennessee, 2010, 47, 7909
Texas, 2010, 47, 37096
Utah, 2010, 47, 4976
Vermont, 2010, 47, 2371
Virginia, 2010, 47, 60654
Washington, 2010, 47, 1121
West Virginia, 2010, 47, 7892
Wisconsin, 2010, 47, 3680
Wyoming, 2010, 47, 3399
New York City, 2010, 47, 84555
Alabama, 2010, 48, 10517
Alaska, 2010, 48, 1740
Arizona, 2010, 48, 26085
Arkansas, 2010, 48, 4451
California, 2010, 48, 36028
Colorado, 2010, 48, 19771
Connecticut, 2010, 48, 4289
Delaware, 2010, 48, 4074
District of Columbia, 2010, 48, 3246
Georgia, 2010, 48, 37768
Hawaii, 2010, 48, 1732
Idaho, 2010, 48, 4774
Illinois, 2010, 48, 40646
Indiana, 2010, 48, 12286
Iowa, 2010, 48, 3142
Kansas, 2010, 48, 9174
Kentucky, 2010, 48, 16482
Louisiana, 2010, 48, 16624
Maine, 2010, 48, 6610
Maryland, 2010, 48, 8962
Massachusetts, 2010, 48, 28787
Michigan, 2010, 48, 15586
Minnesota, 2010, 48, 5962
Mississippi, 2010, 48, 16970
Missouri, 2010, 48, 8422
Montana, 2010, 48, 2628
Nebraska, 2010, 48, 3516
Nevada, 2010, 48, 11244
New Hampshire, 2010, 48, 5043
New Jersey, 2010, 48, 5536
New Mexico, 2010, 48, 8197
New York, 2010, 48, 15007
North Carolina, 2010, 48, 25844
North Dakota, 2010, 48, 5186
Ohio, 2010, 48, 16878
Oklahoma, 2010, 48, 2984
Oregon, 2010, 48, 3759
Pennsylvania, 2010, 48, 17952
Rhode Island, 2010, 48, 6660
South Carolina, 2010, 48, 7258
South Dakota, 2010, 48, 5600
Tennessee, 2010, 48, 13155
Texas, 2010, 48, 49607
Utah, 2010, 48, 7873
Vermont, 2010, 48, 3301
Virginia, 2010, 48, 61726
Washington, 2010, 48, 3565
West Virginia, 2010, 48, 11434
Wisconsin, 2010, 48, 5587
Wyoming, 2010, 48, 4884
New York City, 2010, 48, 94844
Alabama, 2010, 49, 11289
Alaska, 2010, 49, 1755
Arizona, 2010, 49, 24065
Arkansas, 2010, 49, 4311
California, 2010, 49, 35077
Colorado, 2010, 49, 19024
Connecticut, 2010, 49, 3512
Delaware, 2010, 49, 2492
District of Columbia, 2010, 49, 3067
Georgia, 2010, 49, 37531
Hawaii, 2010, 49, 1734
Idaho, 2010, 49, 4702
Illinois, 2010, 49, 39506
Indiana, 2010, 49, 11790
Iowa, 2010, 49, 2934
Kansas, 2010, 49, 10381
Kentucky, 2010, 49, 15032
Louisiana, 2010, 49, 17541
Maine, 2010, 49, 5974
Maryland, 2010, 49, 9864
Massachusetts, 2010, 49, 28114
Michigan, 2010, 49, 15087
Minnesota, 2010, 49, 6332
Mississippi, 2010, 49, 16447
Missouri, 2010, 49, 8246
Montana, 2010, 49, 2782
Nebraska, 2010, 49, 3696
Nevada, 2010, 49, 12002
New Hampshire, 2010, 49, 4858
New Jersey, 2010, 49, 6896
New Mexico, 2010, 49, 8605
New York, 2010, 49, 14009
North Carolina, 2010, 49, 21512
North Dakota, 2010, 49, 4631
Ohio, 2010, 49, 16060
Oklahoma, 2010, 49, 2183
Oregon, 2010, 49, 3367
Pennsylvania, 2010, 49, 16584
Rhode Island, 2010, 49, 6609
South Carolina, 2010, 49, 5983
South Dakota, 2010, 49, 5502
Tennessee, 2010, 49, 11033
Texas, 2010, 49, 48474
Utah, 2010, 49, 7640
Vermont, 2010, 49, 4150
Virginia, 2010, 49, 57786
Washington, 2010, 49, 3421
West Virginia, 2010, 49, 9957
Wisconsin, 2010, 49, 5471
Wyoming, 2010, 49, 4781
New York City, 2010, 49, 92454
Alabama, 2010, 50, 11930
Alaska, 2010, 50, 1989
Arizona, 2010, 50, 24178
Arkansas, 2010, 50, 4227
California, 2010, 50, 31969
Colorado, 2010, 50, 19299
Connecticut, 2010, 50, 3033
Delaware, 2010, 50, 4083
District of Columbia, 2010, 50, 2886
Georgia, 2010, 50, 35755
Hawaii, 2010, 50, 1632
Idaho, 2010, 50, 3956
Illinois, 2010, 50, 37787
Indiana, 2010, 50, 10164
Iowa, 2010, 50, 2736
Kansas, 2010, 50, 9738
Kentucky, 2010, 50, 12229
Louisiana, 2010, 50, 13316
Maine, 2010, 50, 5857
Maryland, 2010, 50, 8713
Massachusetts, 2010, 50, 28213
Michigan, 2010, 50, 14027
Minnesota, 2010, 50, 5081
Mississippi, 2010, 50, 17344
Missouri, 2010, 50, 8936
Montana, 2010, 50, 2588
Nebraska, 2010, 50, 3429
Nevada, 2010, 50, 10263
New Hampshire, 2010, 50, 5640
New Jersey, 2010, 50, 6561
New Mexico, 2010, 50, 8115
New York, 2010, 50, 13316
North Carolina, 2010, 50, 18927
North Dakota, 2010, 50, 1889
Ohio, 2010, 50, 15455
Oklahoma, 2010, 50, 3261
Oregon, 2010, 50, 2509
Pennsylvania, 2010, 50, 14447
Rhode Island, 2010, 50, 6408
South Carolina, 2010, 50, 5098
South Dakota, 2010, 50, 5392
Tennessee, 2010, 50, 8778
Texas, 2010, 50, 47519
Utah, 2010, 50, 6993
Vermont, 2010, 50, 3716
Virginia, 2010, 50, 53894
Washington, 2010, 50, 2162
West Virginia, 2010, 50, 8545
Wisconsin, 2010, 50, 4685
Wyoming, 2010, 50, 4811
New York City, 2010, 50, 94881
Alabama, 2010, 51, 9910
Alaska, 2010, 51, 1760
Arizona, 2010, 51, 19716
Arkansas, 2010, 51, 2132
California, 2010, 51, 22875
Colorado, 2010, 51, 14757
Connecticut, 2010, 51, 2175
Delaware, 2010, 51, 2578
District of Columbia, 2010, 51, 1907
Georgia, 2010, 51, 34195
Hawaii, 2010, 51, 857
Idaho, 2010, 51, 3182
Illinois, 2010, 51, 33621
Indiana, 2010, 51, 7337
Iowa, 2010, 51, 2123
Kansas, 2010, 51, 7741
Kentucky, 2010, 51, 11496
Louisiana, 2010, 51, 15367
Maine, 2010, 51, 4170
Maryland, 2010, 51, 6355
Massachusetts, 2010, 51, 20513
Michigan, 2010, 51, 10820
Minnesota, 2010, 51, 3853
Mississippi, 2010, 51, 16410
Missouri, 2010, 51, 6573
Montana, 2010, 51, 1602
Nebraska, 2010, 51, 2792
Nevada, 2010, 51, 14274
New Hampshire, 2010, 51, 4110
New Jersey, 2010, 51, 5685
New Mexico, 2010, 51, 6800
New York, 2010, 51, 10082
North Carolina, 2010, 51, 11326
North Dakota, 2010, 51, 1451
Ohio, 2010, 51, 12037
Oklahoma, 2010, 51, 2076
Oregon, 2010, 51, 2087
Pennsylvania, 2010, 51, 10680
Rhode Island, 2010, 51, 4446
South Carolina, 2010, 51, 3878
South Dakota, 2010, 51, 4544
Tennessee, 2010, 51, 6142
Texas, 2010, 51, 36611
Utah, 2010, 51, 3883
Vermont, 2010, 51, 2963
Virginia, 2010, 51, 57381
Washington, 2010, 51, 1550
West Virginia, 2010, 51, 7272
Wisconsin, 2010, 51, 2451
Wyoming, 2010, 51, 3798
New York City, 2010, 51, 89593
Alabama, 2010, 52, 10927
Alaska, 2010, 52, 1857
Arizona, 2010, 52, 22684
Arkansas, 2010, 52, 2367
California, 2010, 52, 19533
Colorado, 2010, 52, 15093
Connecticut, 2010, 52, 1523
Delaware, 2010, 52, 3733
District of Columbia, 2010, 52, 1475
Georgia, 2010, 52, 34013
Hawaii, 2010, 52, 957
Idaho, 2010, 52, 3464
Illinois, 2010, 52, 35224
Indiana, 2010, 52, 7849
Iowa, 2010, 52, 1923
Kansas, 2010, 52, 5936
Kentucky, 2010, 52, 14044
Louisiana, 2010, 52, 23212
Maine, 2010, 52, 3877
Maryland, 2010, 52, 5401
Massachusetts, 2010, 52, 17670
Michigan, 2010, 52, 9226
Minnesota, 2010, 52, 3076
Mississippi, 2010, 52, 17379
Missouri, 2010, 52, 6753
Montana, 2010, 52, 1277
Nebraska, 2010, 52, 2220
Nevada, 2010, 52, 16055
New Hampshire, 2010, 52, 3007
New Jersey, 2010, 52, 4050
New Mexico, 2010, 52, 6684
New York, 2010, 52, 8311
North Carolina, 2010, 52, 9938
North Dakota, 2010, 52, 958
Ohio, 2010, 52, 11091
Oklahoma, 2010, 52, 2892
Oregon, 2010, 52, 1959
Pennsylvania, 2010, 52, 10188
Rhode Island, 2010, 52, 3414
South Carolina, 2010, 52, 4854
South Dakota, 2010, 52, 4395
Tennessee, 2010, 52, 6853
Texas, 2010, 52, 37950
Utah, 2010, 52, 3853
Vermont, 2010, 52, 3479
Virginia, 2010, 52, 61175
Washington, 2010, 52, 1220
West Virginia, 2010, 52, 7285
Wisconsin, 2010, 52, 2089
Wyoming, 2010, 52, 4099
New York City, 2010, 52, 82434
Alabama, 2011, 1, 12231
Alaska, 2011, 1, 2025
Arizona, 2011, 1, 25741
Arkansas, 2011, 1, 3623
California, 2011, 1, 33407
Colorado, 2011, 1, 21642
Connecticut, 2011, 1, 2708
Delaware, 2011, 1, 3827
District of Columbia, 2011, 1, 3005
Georgia, 2011, 1, 35731
Hawaii, 2011, 1, 1965
Idaho, 2011, 1, 4659
Illinois, 2011, 1, 39188
Indiana, 2011, 1, 9590
Iowa, 2011, 1, 2245
Kansas, 2011, 1, 9547
Kentucky, 2011, 1, 10622
Louisiana, 2011, 1, 21010
Maine, 2011, 1, 6088
Maryland, 2011, 1, 9645
Massachusetts, 2011, 1, 27817
Michigan, 2011, 1, 13973
Minnesota, 2011, 1, 4450
Mississippi, 2011, 1, 16853
Missouri, 2011, 1, 8134
Montana, 2011, 1, 2164
Nebraska, 2011, 1, 3393
Nevada, 2011, 1, 19076
New Hampshire, 2011, 1, 5171
New Jersey, 2011, 1, 5667
New Mexico, 2011, 1, 8157
New York, 2011, 1, 12235
North Carolina, 2011, 1, 18931
North Dakota, 2011, 1, 1510
Ohio, 2011, 1, 16724
Oklahoma, 2011, 1, 3302
Oregon, 2011, 1, 3926
Pennsylvania, 2011, 1, 12189
Rhode Island, 2011, 1, 5438
South Carolina, 2011, 1, 6440
South Dakota, 2011, 1, 5547
Tennessee, 2011, 1, 10471
Texas, 2011, 1, 47440
Utah, 2011, 1, 7116
Vermont, 2011, 1, 4233
Virginia, 2011, 1, 64119
Washington, 2011, 1, 2299
West Virginia, 2011, 1, 10842
Wisconsin, 2011, 1, 3367
Wyoming, 2011, 1, 4837
New York City, 2011, 1, 99575
Alabama, 2011, 2, 10005
Alaska, 2011, 2, 1889
Arizona, 2011, 2, 26118
Arkansas, 2011, 2, 3425
California, 2011, 2, 35695
Colorado, 2011, 2, 19919
Connecticut, 2011, 2, 3249
Delaware, 2011, 2, 4110
District of Columbia, 2011, 2, 3003
Georgia, 2011, 2, 27557
Hawaii, 2011, 2, 2031
Idaho, 2011, 2, 5097
Illinois, 2011, 2, 38982
Indiana, 2011, 2, 10650
Iowa, 2011, 2, 4574
Kansas, 2011, 2, 7439
Kentucky, 2011, 2, 13792
Louisiana, 2011, 2, 17289
Maine, 2011, 2, 5730
Maryland, 2011, 2, 9269
Massachusetts, 2011, 2, 24059
Michigan, 2011, 2, 15234
Minnesota, 2011, 2, 4396
Mississippi, 2011, 2, 15123
Missouri, 2011, 2, 8241
Montana, 2011, 2, 2253
Nebraska, 2011, 2, 2906
Nevada, 2011, 2, 18647
New Hampshire, 2011, 2, 4746
New Jersey, 2011, 2, 5490
New Mexico, 2011, 2, 8626
New York, 2011, 2, 11098
North Carolina, 2011, 2, 18505
North Dakota, 2011, 2, 1693
Ohio, 2011, 2, 16134
Oklahoma, 2011, 2, 3124
Oregon, 2011, 2, 4012
Pennsylvania, 2011, 2, 13856
Rhode Island, 2011, 2, 4568
South Carolina, 2011, 2, 5677
South Dakota, 2011, 2, 5184
Tennessee, 2011, 2, 8694
Texas, 2011, 2, 48030
Utah, 2011, 2, 2233
Vermont, 2011, 2, 3835
Virginia, 2011, 2, 65278
Washington, 2011, 2, 2707
West Virginia, 2011, 2, 10170
Wisconsin, 2011, 2, 3443
Wyoming, 2011, 2, 4786
New York City, 2011, 2, 89582
Alabama, 2011, 3, 12391
Alaska, 2011, 3, 2158
Arizona, 2011, 3, 25296
Arkansas, 2011, 3, 3999
California, 2011, 3, 32879
Colorado, 2011, 3, 20684
Connecticut, 2011, 3, 3633
Delaware, 2011, 3, 4078
District of Columbia, 2011, 3, 2696
Georgia, 2011, 3, 36583
Hawaii, 2011, 3, 1772
Idaho, 2011, 3, 4524
Illinois, 2011, 3, 41243
Indiana, 2011, 3, 11622
Iowa, 2011, 3, 4371
Kansas, 2011, 3, 9233
Kentucky, 2011, 3, 14943
Louisiana, 2011, 3, 21510
Maine, 2011, 3, 5181
Maryland, 2011, 3, 8341
Massachusetts, 2011, 3, 24253
Michigan, 2011, 3, 14242
Minnesota, 2011, 3, 4465
Mississippi, 2011, 3, 16027
Missouri, 2011, 3, 8381
Montana, 2011, 3, 1992
Nebraska, 2011, 3, 3461
Nevada, 2011, 3, 17545
New Hampshire, 2011, 3, 4731
New Jersey, 2011, 3, 5991
New Mexico, 2011, 3, 8384
New York, 2011, 3, 11564
North Carolina, 2011, 3, 22856
North Dakota, 2011, 3, 1821
Ohio, 2011, 3, 16650
Oklahoma, 2011, 3, 3337
Oregon, 2011, 3, 3257
Pennsylvania, 2011, 3, 16098
Rhode Island, 2011, 3, 4574
South Carolina, 2011, 3, 6874
South Dakota, 2011, 3, 5237
Tennessee, 2011, 3, 10699
Texas, 2011, 3, 53212
Utah, 2011, 3, 6688
Vermont, 2011, 3, 4179
Virginia, 2011, 3, 68448
Washington, 2011, 3, 2219
West Virginia, 2011, 3, 10770
Wisconsin, 2011, 3, 3368
Wyoming, 2011, 3, 4443
New York City, 2011, 3, 89798
Alabama, 2011, 4, 13150
Alaska, 2011, 4, 2355
Arizona, 2011, 4, 32376
Arkansas, 2011, 4, 4591
California, 2011, 4, 38393
Colorado, 2011, 4, 21503
Connecticut, 2011, 4, 3546
Delaware, 2011, 4, 4214
District of Columbia, 2011, 4, 2701
Georgia, 2011, 4, 37305
Hawaii, 2011, 4, 1722
Idaho, 2011, 4, 4958
Illinois, 2011, 4, 42193
Indiana, 2011, 4, 13064
Iowa, 2011, 4, 4611
Kansas, 2011, 4, 10226
Kentucky, 2011, 4, 18061
Louisiana, 2011, 4, 15601
Maine, 2011, 4, 6189
Maryland, 2011, 4, 8472
Massachusetts, 2011, 4, 27470
Michigan, 2011, 4, 15846
Minnesota, 2011, 4, 5047
Mississippi, 2011, 4, 17413
Missouri, 2011, 4, 8775
Montana, 2011, 4, 2887
Nebraska, 2011, 4, 3662
Nevada, 2011, 4, 20128
New Hampshire, 2011, 4, 5321
New Jersey, 2011, 4, 5438
New Mexico, 2011, 4, 8905
New York, 2011, 4, 13025
North Carolina, 2011, 4, 25738
North Dakota, 2011, 4, 1848
Ohio, 2011, 4, 18179
Oklahoma, 2011, 4, 3547
Oregon, 2011, 4, 4067
